GENESIS-Tabelle: 61511-111r
Bauland: Gemeinden, Veräußerungsfälle, veräußerte Fläche,;;;;;;;;;;;;;;;;;
Kaufpreis, durchschnittliche Kaufwerte (EUR/qm),;;;;;;;;;;;;;;;;;
Baulandarten, Jahr (ab 2010);;;;;;;;;;;;;;;;;
Statistik der Kaufwerte für Bauland;;;;;;;;;;;;;;;;;
2017;;;;;;;;;;;;;;;;;
;;Veräußerungsfälle;;Veräußerungsfälle;;Veräußerte Fläche;;Veräußerte Fläche;;Verkaufspreis;;Verkaufspreis;;Durchschnittlicher Kaufwert von Bauland, EUR je qm;;Durchschnittlicher Kaufwert von Bauland, EUR je qm;
;;Bauland insgesamt;;baureifes Land;;Bauland insgesamt;;baureifes Land;;Bauland insgesamt;;baureifes Land;;Bauland insgesamt;;baureifes Land;
;;Anzahl;;Anzahl;;1000 qm;;1000 qm;;Tsd. EUR;;Tsd. EUR;;EUR/qm;;EUR/qm;
09673171;      Strahlungen;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09673172;      Sulzdorf a.d.Lederhecke;2;e;2;e;2;e;2;e;.;.;.;.;.;.;.;.
09673173;      Sulzfeld;7;e;7;e;6;e;6;e;105;e;105;e;17,09;e;17,09;e
09673174;      Trappstadt, M;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09673175;      Unsleben;7;e;6;e;9;e;6;e;235;e;.;.;25,32;e;.;.
09673182;      Willmars;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09673183;      Wollbach;7;e;5;e;8;e;5;e;174;e;.;.;23,15;e;.;.
09673184;      Wülfershausen a.d.Saale;15;e;10;e;30;e;8;e;377;e;170;e;12,53;e;20,61;e
09673186;      Burglauer;13;e;13;e;11;e;11;e;452;e;452;e;41,96;e;41,96;e
09673444;      Gemeindefreie Gebiete;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09674;    Haßberge (Lkr);261;e;215;e;307;e;202;e;12580;e;10347;e;40,92;e;51,32;e
09674111;      Aidhausen;9;e;-;-;7;e;-;-;23;e;-;-;3,37;e;-;-
09674118;      Breitbrunn;5;e;5;e;4;e;4;e;207;e;207;e;50,21;e;50,21;e
09674120;      Bundorf;4;e;4;e;4;e;4;e;87;e;87;e;22,65;e;22,65;e
09674121;      Burgpreppach, M;3;e;2;e;10;e;10;e;107;e;.;.;10,82;e;.;.
09674129;      Ebelsbach;13;e;10;e;12;e;8;e;546;e;453;e;43,97;e;54,44;e
09674130;      Ebern, St;19;e;15;e;34;e;16;e;908;e;725;e;26,96;e;44,29;e
09674133;      Eltmann, St;15;e;13;e;18;e;8;e;742;e;.;.;41,73;e;.;.
09674139;      Gädheim;11;e;10;e;7;e;7;e;624;e;.;.;85,09;e;.;.
09674147;      Haßfurt, St;26;e;20;e;38;e;16;e;1982;e;1372;e;51,62;e;88,33;e
09674149;      Hofheim i.UFr., St;8;e;7;e;14;e;12;e;472;e;.;.;34,09;e;.;.
09674153;      Riedbach;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09674159;      Oberaurach;8;e;8;e;11;e;11;e;281;e;281;e;26,08;e;26,08;e
09674160;      Kirchlauter;2;e;2;e;2;e;2;e;.;.;.;.;.;.;.;.
09674163;      Knetzgau;34;e;26;e;48;e;21;e;2135;e;1371;e;44,46;e;64,49;e
09674164;      Königsberg i.Bay., St;19;e;17;e;18;e;16;e;868;e;.;.;47,13;e;.;.
09674171;      Maroldsweisach, M;6;e;6;e;7;e;7;e;237;e;237;e;33,26;e;33,26;e
09674180;      Theres;9;e;9;e;7;e;7;e;578;e;578;e;80,67;e;80,67;e
09674184;      Pfarrweisach;6;e;6;e;6;e;6;e;209;e;209;e;34,37;e;34,37;e
09674187;      Rauhenebrach;8;e;8;e;8;e;8;e;278;e;278;e;36,61;e;36,61;e
09674190;      Rentweinsdorf, M;10;e;9;e;7;e;7;e;390;e;.;.;57,27;e;.;.
09674195;      Sand a.Main;7;e;7;e;6;e;6;e;407;e;407;e;71,03;e;71,03;e
09674201;      Stettfeld;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09674210;      Untermerzbach;7;e;7;e;8;e;8;e;210;e;210;e;27,82;e;27,82;e
09674219;      Wonfurt;7;e;6;e;6;e;4;e;306;e;.;.;54,21;e;.;.
09674221;      Zeil a.Main, St;22;e;15;e;24;e;13;e;794;e;528;e;32,51;e;40,94;e
09674223;      Ermershausen;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09675;    Kitzingen (Lkr);279;e;222;e;474;e;171;e;26553;e;16731;e;56,04;e;98,12;e
09675111;      Abtswind, M;2;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09675112;      Albertshofen;2;e;2;e;1;e;1;e;.;.;.;.;.;.;.;.
09675113;      Biebelried;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09675114;      Buchbrunn;5;e;5;e;2;e;2;e;274;e;274;e;118,06;e;118,06;e
09675116;      Castell;7;e;7;e;4;e;4;e;411;e;411;e;94,43;e;94,43;e
09675117;      Dettelbach, St;21;e;9;e;83;e;9;e;3410;e;708;e;41,04;e;81,51;e
09675127;      Geiselwind, M;21;e;10;e;111;e;8;e;3933;e;308;e;35,46;e;40,79;e
09675131;      Großlangheim, M;2;e;2;e;1;e;1;e;.;.;.;.;.;.;.;.
09675139;      Iphofen, St;26;e;24;e;22;e;16;e;1297;e;.;.;59,67;e;.;.
09675141;      Kitzingen, GKSt;33;e;27;e;46;e;33;e;5022;e;4429;e;108,90;e;132,80;e
09675142;      Kleinlangheim, M;5;e;5;e;5;e;5;e;232;e;232;e;50,78;e;50,78;e
09675144;      Mainbernheim, St;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09675146;      Mainstockheim;2;e;2;e;2;e;2;e;.;.;.;.;.;.;.;.
09675147;      Marktbreit, St;19;e;17;e;35;e;12;e;1539;e;.;.;44,58;e;.;.
09675148;      Markt Einersheim, M;3;e;3;e;2;e;2;e;148;e;148;e;65,00;e;65,00;e
09675149;      Marktsteft, St;2;e;2;e;2;e;2;e;.;.;.;.;.;.;.;.
09675150;      Martinsheim;3;e;3;e;2;e;2;e;118;e;118;e;48,77;e;48,77;e
09675155;      Nordheim a.Main;4;e;4;e;4;e;4;e;393;e;393;e;106,68;e;106,68;e
09675156;      Obernbreit, M;5;e;5;e;3;e;3;e;302;e;302;e;117,29;e;117,29;e
09675158;      Prichsenstadt, St;4;e;2;e;26;e;2;e;594;e;.;.;23,26;e;.;.
09675161;      Rödelsee;5;e;4;e;5;e;2;e;258;e;.;.;54,25;e;.;.
09675162;      Rüdenhausen, M;2;e;1;e;2;e;1;e;.;.;.;.;.;.;.;.
09675165;      Schwarzach a.Main, M;19;e;9;e;35;e;5;e;943;e;438;e;26,83;e;93,20;e
09675166;      Segnitz;4;e;4;e;3;e;3;e;198;e;198;e;78,79;e;78,79;e
09675167;      Seinsheim, M;3;e;3;e;2;e;2;e;89;e;89;e;36,29;e;36,29;e
09675169;      Sommerach;6;e;6;e;5;e;5;e;345;e;345;e;64,59;e;64,59;e
09675170;      Sulzfeld a.Main;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09675174;      Volkach, St;25;e;23;e;17;e;16;e;2398;e;.;.;137,38;e;.;.
09675177;      Wiesenbronn;6;e;6;e;4;e;4;e;431;e;431;e;117,41;e;117,41;e
09675178;      Wiesentheid, M;38;e;31;e;46;e;21;e;3356;e;2360;e;72,59;e;111,43;e
09675179;      Willanzheim, M;3;e;3;e;2;e;2;e;178;e;178;e;82,57;e;82,57;e
09676;    Miltenberg (Lkr);222;e;185;e;187;e;126;e;22874;e;17930;e;122,17;e;142,85;e
09676111;      Altenbuch;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09676112;      Amorbach, St;7;e;6;e;8;e;7;e;431;e;.;.;53,49;e;.;.
09676116;      Bürgstadt, M;5;e;4;e;5;e;4;e;1025;e;.;.;193,12;e;.;.
09676117;      Collenberg;5;e;5;e;3;e;3;e;253;e;253;e;78,49;e;78,49;e
09676118;      Dorfprozelten;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09676119;      Eichenbühl;6;e;5;e;4;e;3;e;233;e;.;.;54,11;e;.;.
09676121;      Elsenfeld, M;13;e;10;e;18;e;6;e;1914;e;866;e;108,86;e;150,13;e
09676122;      Erlenbach a.Main, St;14;e;12;e;14;e;10;e;1872;e;.;.;131,25;e;.;.
09676123;      Eschau, M;8;e;7;e;6;e;5;e;437;e;.;.;76,74;e;.;.
09676124;      Faulbach;9;e;9;e;6;e;6;e;553;e;553;e;88,89;e;88,89;e
09676125;      Großheubach, M;15;e;14;e;10;e;9;e;1452;e;.;.;152,02;e;.;.
09676126;      Großwallstadt;8;e;6;e;9;e;3;e;1485;e;.;.;161,49;e;.;.
09676128;      Hausen;5;e;5;e;4;e;4;e;318;e;318;e;88,66;e;88,66;e
09676131;      Kirchzell, M;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09676132;      Kleinheubach, M;11;e;5;e;9;e;4;e;609;e;483;e;66,91;e;137,06;e
09676133;      Kleinwallstadt, M;12;e;11;e;10;e;7;e;1379;e;.;.;143,20;e;.;.
09676134;      Klingenberg a.Main, St;7;e;6;e;7;e;4;e;790;e;.;.;117,68;e;.;.
09676135;      Laudenbach;5;e;5;e;3;e;3;e;382;e;382;e;114,99;e;114,99;e
09676136;      Leidersbach;6;e;5;e;5;e;5;e;478;e;.;.;89,93;e;.;.
09676139;      Miltenberg, St;17;e;12;e;13;e;9;e;1465;e;1248;e;111,55;e;138,48;e
09676140;      Mömlingen;20;e;18;e;9;e;7;e;1318;e;.;.;149,28;e;.;.
09676141;      Mönchberg, M;5;e;5;e;3;e;3;e;448;e;448;e;131,16;e;131,16;e
09676143;      Neunkirchen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09676144;      Niedernberg;5;e;1;e;10;e;1;e;1270;e;.;.;123,25;e;.;.
09676145;      Obernburg a.Main, St;9;e;9;e;7;e;7;e;965;e;965;e;141,66;e;141,66;e
09676151;      Röllbach;2;e;2;e;1;e;1;e;.;.;.;.;.;.;.;.
09676153;      Rüdenau;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09676156;      Schneeberg, M;4;e;4;e;3;e;3;e;206;e;206;e;64,40;e;64,40;e
09676158;      Stadtprozelten, St;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09676160;      Sulzbach a.Main, M;15;e;13;e;11;e;8;e;2943;e;.;.;263,77;e;.;.
09676165;      Weilbach, M;4;e;2;e;5;e;1;e;266;e;.;.;53,22;e;.;.
09676169;      Wörth a.Main, St;3;e;2;e;2;e;1;e;199;e;.;.;102,21;e;.;.
09676444;      Gemeindefreie Gebiete;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09677;    Main-Spessart (Lkr);279;e;249;e;338;e;188;e;19555;e;16162;e;57,89;e;86,13;e
09677114;      Arnstein, St;16;e;16;e;16;e;16;e;1152;e;1152;e;72,74;e;72,74;e
09677116;      Aura i.Sinngrund;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09677119;      Birkenfeld;11;e;11;e;8;e;8;e;645;e;645;e;80,49;e;80,49;e
09677120;      Bischbrunn;2;e;2;e;1;e;1;e;.;.;.;.;.;.;.;.
09677122;      Burgsinn, M;2;e;2;e;1;e;1;e;.;.;.;.;.;.;.;.
09677125;      Erlenbach b.Marktheidenfeld;13;e;11;e;11;e;10;e;671;e;.;.;60,30;e;.;.
09677126;      Esselbach;9;e;4;e;17;e;3;e;617;e;210;e;37,29;e;70,50;e
09677127;      Eußenheim;3;e;3;e;3;e;3;e;128;e;128;e;46,03;e;46,03;e
09677128;      Fellen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09677129;      Frammersbach, M;13;e;12;e;7;e;6;e;501;e;.;.;76,28;e;.;.
09677131;      Gemünden a.Main, St;9;e;9;e;8;e;8;e;454;e;454;e;58,15;e;58,15;e
09677132;      Gössenheim;2;e;2;e;2;e;2;e;.;.;.;.;.;.;.;.
09677133;      Gräfendorf;3;e;3;e;3;e;3;e;65;e;65;e;25,68;e;25,68;e
09677135;      Hafenlohr;3;e;3;e;2;e;2;e;106;e;106;e;59,29;e;59,29;e
09677137;      Hasloch;2;e;1;e;2;e;1;e;.;.;.;.;.;.;.;.
09677142;      Himmelstadt;4;e;2;e;7;e;1;e;239;e;.;.;32,61;e;.;.
09677146;      Karbach, M;7;e;6;e;5;e;3;e;291;e;.;.;59,78;e;.;.
09677148;      Karlstadt, St;21;e;17;e;22;e;13;e;1532;e;1220;e;69,02;e;93,33;e
09677149;      Karsbach;4;e;4;e;3;e;3;e;122;e;122;e;38,53;e;38,53;e
09677151;      Kreuzwertheim, M;10;e;7;e;75;e;5;e;2233;e;725;e;29,82;e;137,30;e
09677154;      Triefenstein, M;10;e;10;e;8;e;8;e;654;e;654;e;79,53;e;79,53;e
09677155;      Lohr a.Main, St;9;e;9;e;7;e;7;e;781;e;781;e;104,77;e;104,77;e
09677157;      Marktheidenfeld, St;48;e;43;e;64;e;32;e;4597;e;3982;e;71,86;e;126,20;e
09677159;      Mittelsinn;4;e;2;e;5;e;2;e;93;e;.;.;18,18;e;.;.
09677164;      Neuendorf;2;e;2;e;1;e;1;e;.;.;.;.;.;.;.;.
09677165;      Neuhütten;4;e;4;e;3;e;3;e;150;e;150;e;44,05;e;44,05;e
09677166;      Neustadt a.Main;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09677169;      Obersinn, M;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09677170;      Partenstein;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09677172;      Rechtenbach;2;e;2;e;3;e;3;e;.;.;.;.;.;.;.;.
09677175;      Retzstadt;27;e;26;e;17;e;15;e;1481;e;.;.;89,68;e;.;.
09677177;      Rieneck, St;5;e;3;e;8;e;2;e;340;e;.;.;45,11;e;.;.
09677178;      Roden;4;e;3;e;7;e;3;e;203;e;.;.;29,21;e;.;.
09677181;      Rothenfels, St;3;e;3;e;2;e;2;e;104;e;104;e;59,78;e;59,78;e
09677182;      Schollbrunn;1;e;1;e;2;e;2;e;.;.;.;.;.;.;.;.
09677186;      Steinfeld;7;e;7;e;6;e;6;e;388;e;388;e;62,17;e;62,17;e
09677189;      Thüngen, M;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09677193;      Urspringen;7;e;7;e;5;e;5;e;279;e;279;e;54,53;e;54,53;e
09677200;      Wiesthal;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09677203;      Zellingen, M;9;e;9;e;6;e;6;e;916;e;916;e;148,99;e;148,99;e
09677444;      Gemeindefreie Gebiete;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09678;    Schweinfurt (Lkr);239;e;209;e;243;e;160;e;15271;e;11872;e;62,83;e;74,26;e
09678115;      Bergrheinfeld;4;e;1;e;6;e;1;e;108;e;.;.;17,02;e;.;.
09678122;      Dingolshausen;5;e;4;e;4;e;2;e;218;e;.;.;50,10;e;.;.
09678123;      Dittelbrunn;16;e;16;e;10;e;10;e;1162;e;1162;e;112,32;e;112,32;e
09678124;      Donnersdorf;3;e;3;e;2;e;2;e;122;e;122;e;51,74;e;51,74;e
09678128;      Euerbach;5;e;5;e;3;e;3;e;219;e;219;e;62,53;e;62,53;e
09678130;      Frankenwinheim;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09678132;      Geldersheim;2;e;2;e;1;e;1;e;.;.;.;.;.;.;.;.
09678134;      Gerolzhofen, St;19;e;14;e;17;e;9;e;1297;e;1106;e;75,76;e;119,30;e
09678135;      Gochsheim;9;e;1;e;20;e;0;e;940;e;.;.;47,03;e;.;.
09678136;      Grafenrheinfeld;9;e;6;e;13;e;3;e;1260;e;584;e;95,80;e;167,80;e
09678138;      Grettstadt;19;e;18;e;21;e;13;e;1198;e;.;.;58,22;e;.;.
09678150;      Kolitzheim;25;e;25;e;17;e;17;e;1215;e;1215;e;72,37;e;72,37;e
09678153;      Lülsfeld;3;e;3;e;2;e;2;e;103;e;103;e;47,47;e;47,47;e
09678157;      Michelau i.Steigerwald;2;e;2;e;2;e;2;e;.;.;.;.;.;.;.;.
09678160;      Niederwerrn;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09678164;      Oberschwarzach, M;2;e;2;e;1;e;1;e;.;.;.;.;.;.;.;.
09678168;      Poppenhausen;9;e;6;e;9;e;5;e;446;e;269;e;48,45;e;50,64;e
09678170;      Röthlein;8;e;8;e;6;e;6;e;543;e;543;e;88,73;e;88,73;e
09678174;      Schonungen;22;e;20;e;23;e;20;e;1643;e;.;.;70,10;e;.;.
09678175;      Schwanfeld;5;e;5;e;4;e;4;e;228;e;228;e;59,25;e;59,25;e
09678176;      Schwebheim;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09678178;      Sennfeld;3;e;3;e;1;e;1;e;302;e;302;e;235,81;e;235,81;e
09678181;      Stadtlauringen, M;11;e;11;e;12;e;12;e;454;e;454;e;38,51;e;38,51;e
09678183;      Sulzheim;4;e;3;e;5;e;2;e;127;e;.;.;25,21;e;.;.
09678186;      Üchtelhausen;12;e;12;e;9;e;9;e;585;e;585;e;68,81;e;68,81;e
09678190;      Waigolshausen;8;e;8;e;9;e;9;e;439;e;439;e;49,68;e;49,68;e
09678192;      Wasserlosen;14;e;14;e;11;e;11;e;435;e;435;e;38,75;e;38,75;e
09678193;      Werneck, M;16;e;13;e;29;e;9;e;1544;e;604;e;53,76;e;70,94;e
09678196;      Wipfeld;3;e;3;e;3;e;3;e;197;e;197;e;72,12;e;72,12;e
09678444;      Gemeindefreie Gebiete;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09679;    Würzburg (Lkr);393;e;363;e;372;e;269;e;46704;e;39623;e;125,46;e;147,45;e
09679114;      Aub, St;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09679117;      Bergtheim;67;e;67;e;48;e;48;e;7079;e;7079;e;148,89;e;148,89;e
09679118;      Bieberehren;2;e;2;e;1;e;1;e;.;.;.;.;.;.;.;.
09679122;      Bütthard, M;5;e;5;e;3;e;3;e;166;e;166;e;57,34;e;57,34;e
09679124;      Eibelstadt, St;7;e;7;e;4;e;4;e;1592;e;1592;e;420,59;e;420,59;e
09679126;      Eisingen;4;e;3;e;15;e;14;e;789;e;.;.;51,31;e;.;.
09679128;      Erlabrunn;2;e;2;e;2;e;2;e;.;.;.;.;.;.;.;.
09679130;      Estenfeld;9;e;4;e;29;e;3;e;2724;e;523;e;92,57;e;189,32;e
09679131;      Frickenhausen a.Main, M;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09679134;      Gaukönigshofen;13;e;12;e;8;e;7;e;634;e;.;.;83,92;e;.;.
09679135;      Gelchsheim, M;2;e;2;e;1;e;1;e;.;.;.;.;.;.;.;.
09679136;      Gerbrunn;4;e;3;e;2;e;2;e;461;e;.;.;210,74;e;.;.
09679137;      Geroldshausen;28;e;28;e;18;e;18;e;2283;e;2283;e;123,97;e;123,97;e
09679138;      Giebelstadt, M;11;e;9;e;12;e;5;e;580;e;.;.;48,19;e;.;.
09679141;      Greußenheim;3;e;2;e;5;e;1;e;270;e;.;.;59,83;e;.;.
09679142;      Güntersleben;14;e;13;e;9;e;7;e;1142;e;.;.;122,17;e;.;.
09679143;      Hausen b.Würzburg;5;e;4;e;5;e;3;e;345;e;.;.;64,62;e;.;.
09679144;      Helmstadt, M;8;e;8;e;6;e;6;e;548;e;548;e;90,90;e;90,90;e
09679146;      Hettstadt;6;e;5;e;14;e;4;e;889;e;.;.;65,75;e;.;.
09679147;      Höchberg, M;9;e;9;e;7;e;7;e;2078;e;2078;e;311,30;e;311,30;e
09679149;      Holzkirchen;5;e;5;e;3;e;3;e;267;e;267;e;86,87;e;86,87;e
09679153;      Kirchheim;3;e;2;e;2;e;2;e;173;e;.;.;97,47;e;.;.
09679154;      Kist;16;e;15;e;18;e;8;e;2383;e;.;.;129,61;e;.;.
09679155;      Kleinrinderfeld;3;e;3;e;2;e;2;e;174;e;174;e;74,33;e;74,33;e
09679156;      Kürnach;8;e;8;e;6;e;6;e;1187;e;1187;e;212,54;e;212,54;e
09679161;      Margetshöchheim;6;e;6;e;5;e;5;e;1819;e;1819;e;361,40;e;361,40;e
09679164;      Neubrunn, M;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09679165;      Altertheim;4;e;4;e;2;e;2;e;148;e;148;e;67,24;e;67,24;e
09679167;      Eisenheim, M;2;e;2;e;1;e;1;e;.;.;.;.;.;.;.;.
09679169;      Oberpleichfeld;2;e;2;e;2;e;2;e;.;.;.;.;.;.;.;.
09679170;      Ochsenfurt, St;11;e;9;e;14;e;6;e;1580;e;.;.;115,00;e;.;.
09679174;      Prosselsheim;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09679175;      Randersacker, M;4;e;4;e;3;e;3;e;869;e;869;e;310,20;e;310,20;e
09679176;      Reichenberg, M;23;e;21;e;23;e;18;e;3428;e;.;.;151,79;e;.;.
09679177;      Remlingen, M;9;e;9;e;6;e;6;e;508;e;508;e;78,88;e;78,88;e
09679179;      Riedenheim;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09679180;      Rimpar, M;34;e;31;e;21;e;17;e;3530;e;3428;e;172,19;e;204,23;e
09679182;      Röttingen, St;3;e;3;e;2;e;2;e;63;e;63;e;36,43;e;36,43;e
09679185;      Rottendorf;4;e;3;e;3;e;2;e;752;e;.;.;267,45;e;.;.
09679187;      Sommerhausen, M;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09679188;      Sonderhofen;5;e;5;e;4;e;4;e;234;e;234;e;53,86;e;53,86;e
09679192;      Tauberrettersheim;2;e;2;e;4;e;4;e;.;.;.;.;.;.;.;.
09679193;      Theilheim;2;e;2;e;1;e;1;e;.;.;.;.;.;.;.;.
09679194;      Thüngersheim;6;e;6;e;6;e;6;e;906;e;906;e;149,49;e;149,49;e
09679196;      Uettingen;4;e;3;e;10;e;2;e;463;e;.;.;48,00;e;.;.
09679200;      Leinach;8;e;8;e;6;e;6;e;568;e;568;e;100,85;e;100,85;e
09679201;      Unterpleichfeld;4;e;3;e;4;e;3;e;259;e;.;.;58,05;e;.;.
09679202;      Veitshöchheim;5;e;4;e;14;e;9;e;2068;e;.;.;147,00;e;.;.
09679204;      Waldbrunn;4;e;4;e;2;e;2;e;335;e;335;e;181,48;e;181,48;e
09679205;      Waldbüttelbrunn;9;e;6;e;14;e;4;e;1301;e;528;e;93,65;e;131,72;e
09679206;      Winterhausen, M;3;e;3;e;3;e;3;e;506;e;506;e;172,06;e;172,06;e
09679209;      Zell a.Main, M;1;e;1;e;0;e;0;e;.;.;.;.;.;.;.;.
09679444;      Gemeindefreie Gebiete;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
097;  Schwaben;3824;e;3237;e;5019;e;2918;e;755837;e;633941;e;150,59;e;217,25;e
09761;    Augsburg (Krfr.St);264;e;240;e;423;e;319;e;235557;e;217443;e;556,65;e;681,38;e
09762;    Kaufbeuren (Krfr.St);27;e;19;e;76;e;39;e;13012;e;11710;e;172,12;e;301,39;e
09763;    Kempten (Allgäu) (Krfr.St);28;e;15;e;230;e;34;e;16720;e;.;.;72,71;e;.;.
09764;    Memmingen (Krfr.St);28;e;23;e;42;e;14;e;4786;e;2706;e;114,84;e;199,23;e
09771;    Aichach-Friedberg (Lkr);287;e;260;e;331;e;203;e;61256;e;49892;e;185,02;e;246,21;e
09771111;      Adelzhausen;3;e;3;e;5;e;5;e;837;e;837;e;171,27;e;171,27;e
09771112;      Affing;6;e;5;e;4;e;3;e;506;e;.;.;140,05;e;.;.
09771113;      Aichach, St;20;e;20;e;16;e;16;e;3480;e;3480;e;215,96;e;215,96;e
09771114;      Aindling, M;10;e;10;e;7;e;7;e;1323;e;1323;e;179,18;e;179,18;e
09771122;      Dasing;44;e;39;e;96;e;25;e;14451;e;8970;e;149,82;e;354,07;e
09771129;      Eurasburg;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09771130;      Friedberg, St;23;e;22;e;32;e;16;e;10188;e;.;.;316,99;e;.;.
09771140;      Hollenbach;24;e;24;e;17;e;17;e;2646;e;2646;e;157,84;e;157,84;e
09771141;      Inchenhofen, M;10;e;9;e;6;e;5;e;808;e;.;.;146,22;e;.;.
09771142;      Kissing;21;e;13;e;30;e;6;e;5408;e;2569;e;181,69;e;423,76;e
09771144;      Kühbach, M;12;e;12;e;9;e;9;e;1390;e;1390;e;148,54;e;148,54;e
09771145;      Merching;28;e;27;e;27;e;24;e;6962;e;.;.;257,84;e;.;.
09771146;      Mering, M;10;e;9;e;9;e;8;e;4535;e;.;.;497,92;e;.;.
09771149;      Obergriesbach;3;e;3;e;2;e;2;e;545;e;545;e;223,24;e;223,24;e
09771155;      Petersdorf;10;e;8;e;8;e;6;e;856;e;.;.;113,20;e;.;.
09771156;      Pöttmes, M;18;e;17;e;17;e;15;e;2528;e;.;.;147,07;e;.;.
09771158;      Rehling;4;e;4;e;4;e;4;e;561;e;561;e;133,54;e;133,54;e
09771160;      Ried;2;e;2;e;1;e;1;e;.;.;.;.;.;.;.;.
09771162;      Schiltberg;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09771163;      Schmiechen;6;e;4;e;13;e;10;e;747;e;.;.;55,94;e;.;.
09771165;      Sielenbach;6;e;3;e;3;e;2;e;404;e;385;e;130,81;e;184,18;e
09771168;      Steindorf;7;e;7;e;4;e;4;e;859;e;859;e;206,98;e;206,98;e
09771169;      Todtenweis;4;e;4;e;3;e;3;e;301;e;301;e;105,41;e;105,41;e
09771176;      Baar (Schwaben);14;e;13;e;15;e;10;e;1219;e;.;.;81,51;e;.;.
09772;    Augsburg (Lkr);626;e;512;e;766;e;449;e;127835;e;102261;e;166,88;e;227,89;e
09772111;      Adelsried;16;e;14;e;15;e;11;e;2395;e;.;.;162,98;e;.;.
09772114;      Allmannshofen;18;e;18;e;15;e;15;e;1644;e;1644;e;110,22;e;110,22;e
09772115;      Altenmünster;39;e;35;e;62;e;34;e;4103;e;3049;e;65,70;e;90,26;e
09772117;      Aystetten;6;e;6;e;5;e;5;e;2237;e;2237;e;431,55;e;431,55;e
09772121;      Biberbach, M;4;e;4;e;3;e;3;e;448;e;448;e;137,78;e;137,78;e
09772125;      Bobingen, St;38;e;22;e;31;e;20;e;6313;e;5230;e;201,44;e;266,61;e
09772126;      Bonstetten;5;e;5;e;4;e;4;e;923;e;923;e;221,44;e;221,44;e
09772130;      Diedorf, M;43;e;43;e;24;e;24;e;6210;e;6210;e;259,54;e;259,54;e
09772131;      Dinkelscherben, M;16;e;15;e;16;e;15;e;2824;e;.;.;181,17;e;.;.
09772134;      Ehingen;14;e;14;e;11;e;11;e;1201;e;1201;e;105,34;e;105,34;e
09772136;      Ellgau;7;e;6;e;6;e;5;e;376;e;.;.;62,95;e;.;.
09772137;      Emersacker;6;e;6;e;5;e;5;e;446;e;446;e;94,16;e;94,16;e
09772141;      Fischach, M;16;e;12;e;19;e;9;e;1717;e;1181;e;90,30;e;137,24;e
09772145;      Gablingen;14;e;4;e;41;e;3;e;3725;e;776;e;90,15;e;261,51;e
09772147;      Gersthofen, St;17;e;5;e;89;e;10;e;18312;e;7825;e;205,80;e;805,13;e
09772148;      Gessertshausen;16;e;14;e;17;e;11;e;2448;e;.;.;147,41;e;.;.
09772149;      Graben;21;e;11;e;30;e;6;e;2589;e;1039;e;87,04;e;176,19;e
